MANDT;SPRAS;MATKL;WGBEZ;WGBEZ60
100;HE;L007;רישיונות;רישיונות של קבוצת מוצרים
100;HE;L008;חומרה;קבוצת חומרים עבור חומרה
100;HE;P000;סוג חוזה;סוג חוזה של קבוצת חומרים
100;HE;P001;שירותים;שירותים של קבוצת חומרים
100;HE;P002;הוצאות;הוצאות של קבוצת חומרימ
100;HE;P003;שירות תקופתי;שירות תקופתי לקבוצת מוצרים
100;HE;YBFA01;"נדל""ן (קרקע)";"נדל""ן בקבוצת חומרים (קרקע)"
100;HE;YBFA02;בניינים;בניינים בקבוצת חומרים
100;HE;YBFA03;השבחות קרקע;השבחות קרקע בקבוצת חומרים
100;HE;YBFA04;השבחת נכס מוחכר;השבחת נכס מוחכר בקבוצת חומרים
100;HE;YBFA05;ציוד מכונות;ציוד מכונות בקבוצת חומרים
100;HE;YBFA06;מתקנים וריהוט;מתקנים וריהוט בקבוצת חומרים
100;HE;YBFA07;כלי רכב;כלי רכב בקבוצת חומרים
100;HE;YBFA08;חומרת מחשב;חומרת מחשב בקבוצת חומרים
100;HE;YBFA09;תוכנת מחשב;תוכנת מחשב בקבוצת חומרים
100;HE;YBFA10;נכסים בעלי ערך נמוך;נכסים בעלי ערך נמוך בקבוצת חומרים
100;HE;YBFA11;לא מוחשיים אחרים;לא מוחשיים אחרים בקבוצת חומרים
100;HE;YBFA12;ציוד משרדי;קבוצת חומרים - ציוד משרדי
100;HE;YBMM00;ח.לא באחסון ללא ז.;חומרים לא למלאי בלי זיהוי
100;HE;YBMM01;ח.לא באחסון עם זיהוי;חומרים לא למלאי עם זיהוי
100;HE;YBPM01;חלקי חילוף;קבוצת חומרים עבור חלקי חילוף
100;HE;YBPM02;שירות של חלקי חילוף;קבוצת חומרים עבור שירות של חלקי חילוף
100;CS;01;Skup.mater. 1;
100;CS;02;Skup.mater. 2;
100;CS;A001;Na účet k fakturaci;Skupina materiálů na účet k fakturaci
100;CS;A002;Na účet k využití;Skupina materiálů na účet k využití
100;CS;B001;Jednorázový úvěr;Skupina materiálů - jednorázový úvěr
100;CS;B002;Výnos z cloudu;Skupina materiálů - cloudový výnos
100;CS;E001;Ubytování;Skupina materiálů - ubytování
100;CS;E002;Let;Skupina materiálů - letecká přeprava
100;CS;E003;Pozemní přeprava;Skupina materiálů - pozemní přeprava
100;CS;E004;Cestovní výdaje-ost.;Skupina materiálů - cestovní výdaje - různé
100;CS;L001;Obchodní materiály;Skupina materiálů - obchodní materiály
100;CS;L002;Suroviny;Skupina materiálů - suroviny
100;CS;L003;Polotovary;Skupina materiálů - polotovary
100;CS;L004;Hotové výrobky;Skupina materiálů - hotové výrobky
100;CS;L005;Neoceněné materiály;Skupina materiálů - neoceněné materiály
100;CS;L006;Vratné obaly;Skupina materiálů - vratné obalové materiály
100;CS;L007;Licence;Skupina materiálů - licence
100;CS;L008;Hardware;Skupina materiálů pro hardware
100;CS;P000;Typ smlouvy;Skupina materiálů - typ smlouvy
100;CS;P001;Služby;Skupina materiálů - služby
100;CS;P002;Výdaje;Skupina materiálů - výdaje
100;CS;P003;Pravidelná služba;Skupina materiálů - pravidelná služba
100;CS;YBFA01;Nemovitosti-pozemky;Skupina materiálů - nemovitosti (pozemky)
100;CS;YBFA02;Budovy;Skupina materiálů - budovy
100;CS;YBFA03;Zúrodňování půdy;Skupina materiálů - úprava pozemku
100;CS;YBFA04;Vylepš.naj.nemovit.;Skupina mateirálů - vylepšování najaté nemovitosti
100;CS;YBFA05;Stroje a vybavení;Skupina materiálů - strojní vybavení
100;CS;YBFA06;Provoz/kanc.vybavení;Skupina materiálů - provozní / kancelářské vybavení
100;CS;YBFA07;Vozidla;Skupina materiálů - vozidla
100;CS;YBFA08;Počítačový hardware;Skupina materiálů - počítačový hardware
100;CS;YBFA09;Počítačový software;Skupina materiálů - počítačový software
100;CS;YBFA10;Drobný inves.majetek;Skupina materiálů - majetek s nízkou hodnotou
100;CS;YBFA11;Jiný dlouh.nehm.maj.;Skupina materiálů - jiný dlouhodobý nehmotný majetek
100;CS;YBFA12;Kancelářské vybavení;Skupina materiálů - kancelářské vybavení
100;CS;YBMM00;Neskl. mater. bez ID;Neskladové materiály - bez ID
100;CS;YBMM01;Nesklad. mater. s ID;Neskladové materiály s ID
100;CS;YBPM01;Náhradní díly;Skupina materiálů pro náhradní díly
100;CS;YBPM02;Služby k náhr. dílům;Skupina materiálů pro služby k náhradním dílům
100;DE;01;Warengruppe 1;
100;DE;02;Warengruppe 2;
100;DE;A001;Zu faktur. Akonto;Warengruppe - Zu fakturierendes Akonto
100;DE;A002;Zu verwend. Akonto;Warengruppe - Zu verwendendes Akonto
100;DE;B001;Einmalkredit;Einmalkredit Materialgruppe
100;DE;B002;Cloud-Erlös;Cloud-Erlös Materialgruppe
100;DE;E001;Unterbringung;Warengruppe Unterbringung
100;DE;E002;Flugkosten;Warengruppe Flugkosten
100;DE;E003;Fahrtkosten;Warengruppe Fahrtkosten
100;DE;E004;Sonstige Reisekosten;Warengruppe - sonstige Reisekosten
100;DE;L001;Handelswaren;Warengruppe Handelswaren
100;DE;L002;Rohstoffe;Materialgruppe Rohstoffe
100;DE;L003;Halbfabrikate;Materialgruppe Halbfabrikate
100;DE;L004;Fertigerzeugnisse;Materialgruppe Fertigerzeugnisse
100;DE;L005;Unbewertete Mat.;Materialgruppe unbewertete Materialien
100;DE;L006;Leihgut;Materialgruppe Leihgüter
100;DE;L007;Lizenzen;Materialgruppe Lizenzen
100;DE;L008;Hardware;Materialgruppe für Hardware
100;DE;P000;Vertragsart;Warengruppe Vertragsart
100;DE;P001;Dienstleistungen;Warengruppe Dienstleistungen
100;DE;P002;Aufwendungen;Warengruppe Aufwendungen
100;DE;P003;Periodischer Service;Materialgruppe periodischer Service
100;DE;YBFA01;Immobilien (Grundst);Warengruppe - Immobilien (Grundstück)
100;DE;YBFA02;Gebäude;Warengruppe - Gebäude
100;DE;YBFA03;Bodenerschließungen;Warengruppe - Bodenerschließungen
100;DE;YBFA04;Pachterschließungen;Warengruppe - Pachterschließungen
100;DE;YBFA05;Anlagen u. Maschinen;Warengruppe - Anlagen und Maschinen
100;DE;YBFA06;Ausstattungen;Warengruppe - Ausstattungen
100;DE;YBFA07;Fahrzeuge;Warengruppe - Fahrzeuge
100;DE;YBFA08;Computer-Hardware;Warengruppe - Computer-Hardware
100;DE;YBFA09;Computer-Software;Warengruppe - Computer-Software
100;DE;YBFA10;Geringw. WirtGüter;Warengruppe - Geringwertige Wirtschaftsgüter
100;DE;YBFA11;Sons. immat. Vermög.;Warengruppe - Sonstige immaterielle Vermögensgegenstände
100;DE;YBFA12;Bet.- u. GeschAusst.;Warengruppe Betriebs- und Geschäftsausstattung
100;DE;YBMM00;NichtlagMat. ohne ID;Nichtlagermaterialien ohne ID
100;DE;YBMM01;NichtlagMat. mit ID;Nichtlagermaterialien mit ID
100;DE;YBPM01;Ersatzteile;Warengruppe für Ersatzteile
100;DE;YBPM02;Ersatzteileservices;Warengruppe für Ersatzteileservices
100;EN;01;Material group 1;
100;EN;02;Material group 2;
100;EN;211502;Screws;Screws
100;EN;A001;On Account Billed;Material Group On Account to be Billed
100;EN;A002;On Account Utilized;Material Group On Account to be Utilized
100;EN;B001;One Time Credit;Material group One Time Credit
100;EN;B002;Cloud Revenue;Material group Cloud Revenue
100;EN;E001;Accommodation;Material group Accommodation
100;EN;E002;Airfare;Material group Airfare
100;EN;E003;Ground Transp.;Material group Ground Transportation
100;EN;E004;Travel Expenses misc;Material group Travel Expenses misc
100;EN;FL80;Equipment forklift;Material group equipment forklift
100;EN;L001;Trading Materials;Material group Trading Materials
100;EN;L002;Raw Materials;Material group Raw Materials
100;EN;L003;Semi-Finished Goods;Material group Semi-Finished Goods
100;EN;L004;Finished Goods;Material group Finished Goods
100;EN;L005;Unvaluated Materials;Material group Non-valuated Materials
100;EN;L006;Returnable Packaging;Material group Returnable Packaging Materials
100;EN;L007;Licenses;Material group Licenses
100;EN;L008;Hardware;Material Group for Hardware
100;EN;P000;Contract Type;Material group Contract type
