MANDT;SPRAS;MATKL;WGBEZ;WGBEZ60
100;CA;YBFA12;Equipament d'oficina;Equipament d'oficina: Grup de materials
100;CA;YBMM00;Mat.no emmag.sens.ID;Materail no d'estoc sense ID
100;CA;YBMM01;Mat.no emmag.amb ID;Materail no d'estoc amb ID
100;CA;YBPM01;Peces de recanvi;Grup de materials per a peces de recanvi
100;CA;YBPM02;Serv.peces recanvi;Grup de materials per a serveis de peces de recanvi
100;SH;01;Grupa materijala 1;
100;SH;02;Grupa materijala 2;
100;SH;A001;Fakturisano na račun;Grupa materijala na računu za fakturisanje
100;SH;A002;Korišteno na račun;Grupa materijala na računu za upotrebu
100;SH;B001;Jednokratni kredit;Grupa materijala - jednokratni kredit
100;SH;B002;Oblak - prihod;Grupa materijala - oblak - prihod
100;SH;E001;Smeštaj;Grupa materijala - smeštaj
100;SH;E002;Cena leta;Grupa materijala - cena leta
100;SH;E003;Putni troškovi;Grupa materijala - putni troškovi
100;SH;E004;Drugi putni troškovi;Grupa materijala - drugi putni troškovi
100;SH;L001;Trgovačka roba;Grupa materijala - trgovačka roba
100;SH;L002;Sirovine;Grupa materijala - sirovine
100;SH;L003;Polugotovi proizvodi;Grupa materijala - polugotovi proizvodi
100;SH;L004;Gotovi proizvodi;Grupa materijala - gotovi proizvodi
100;SH;L005;Nevrednovani mat.;Grupa materijala - nevrednovani materijali
100;SH;L006;Povratna ambalaža;Grupa materijala - materijali povratne ambalaže
100;SH;L007;Licence;Grupa materijala - licence
100;SH;L008;Hardver;Grupa materijala za hardver
100;SH;P000;Tip ugovora;Grupa materijala - tip ugovora
100;SH;P001;Usluge;Grupa materijala - usluge
100;SH;P002;Troškovi;Grupa materijala - troškovi
100;SH;P003;Periodična usluga;Grupa materijala - periodične usluge
100;SH;YBFA01;Nekretnine (zemlj.);Grupa materijala - nekretnine (zemljište)
100;SH;YBFA02;Zgrade;Grupa materijala - zgrade
100;SH;YBFA03;Poboljš.zemljišta;Grupa materijala - poboljšanja zemljišta
100;SH;YBFA04;Poboljšanje zakupa;Grupa materijala - poboljšanje zakupa
100;SH;YBFA05;Tehn.oprema i mašine;Grupa materijala - mašine i oprema
100;SH;YBFA06;Oprema;Grupa materijala - instalacije
100;SH;YBFA07;Vozila;Grupa materijala - vozila
100;SH;YBFA08;Kompjuterski hardver;Grupa materijala - kompjuterski hardever
100;SH;YBFA09;Kompjuterski softver;Grupa materijala - kompjuterski softver
100;SH;YBFA10;Sred.niske vred.;Grupa materijala - sredstva niske vrednosti
100;SH;YBFA11;Druga nemat.sredstva;Grupa materijala - druga nematerijalna sredstva
100;SH;YBFA12;Kancelarijska oprema;Grupa materijala - kancelarijska oprema
100;SH;YBMM00;Nesklad.mat.bez ID-a;Neskladišteni materijali bez ID-a
100;SH;YBMM01;Nesklad.mat.sa ID-om;Neskladišteni materijali sa ID-om
100;SH;YBPM01;Rezervni delovi;Grupa materijala za rezervne delove
100;SH;YBPM02;Usluge rezer.delova;Grupa materijala za usluge rezervnih delova
100;HI;01;सामग्री समूह 1;
100;HI;02;सामग्री समूह 2;
100;HI;A001;बिल होनेवाले खाते पर;बिल किए जाने वाले खाते पर सामग्री समूह
100;HI;A002;उपयोग किए गए खाते पर;बिल किए जाने वाले खाते पर सामग्री समूह
100;HI;B001;एक बार क्रेडिट;सामग्री समूह एक बार क्रेडिट
100;HI;B002;क्लाउड आय;सामग्री समूह क्लाउड आय
100;HI;E001;आवास;सामग्री समूह आवास
100;HI;E002;विमान किराया;सामग्री समूह विमान किराया
100;HI;E003;भूमि परिवहन;सामग्री समूह भूमि परिवहन
100;HI;E004;यात्रा व्यय विविध;सामग्री समूह यात्रा व्यय विविध
100;HI;L001;व्यापार सामग्री;सामग्री समूह व्यापार सामग्री
100;HI;L002;कच्‍चे माल;सामग्री समूह कच्चा माल
100;HI;L003;अर्ध-पूर्ण सामान;सामग्री समूह अर्ध-निर्मित वस्तुएं
100;HI;L004;तैयार सामान;सामग्री समूह तैयार माल
100;HI;L005;गैर-मूल्यांकित सामग.;सामग्री समूह गैर-मूल्यांकित सामग्री
100;HI;L006;वापस कर.योग्य पैकिंग;सामग्री समूह वापस करने योग्य पैकिंग सामग्री
100;HI;L007;लाइसेंस;सामग्री समूह का लाइसेंस
100;HI;L008;हार्डवेयर;हार्डवेयर के लिए सामग्री समूह
100;HI;P000;संविदा प्रकार;सामग्री समूह संविदा प्रकार
100;HI;P001;सेवाएं;सामग्री समूह सेवाएं
100;HI;P002;व्यय;सामग्री समूह व्यय
100;HI;P003;आवधिक सेवा;सामग्री समूह आवधिक सेवा
100;HI;YBFA01;अचल संपत्ति (भूमि);सामग्री समूह अचल संपत्ति (भूमि)
100;HI;YBFA02;भवन;सामग्री समूह भवन
100;HI;YBFA03;भूमि सुधार;सामग्री समूह भूमि सुधार
100;HI;YBFA04;लीज़होल्ड सुधार;सामग्री समूह लीज़होल्ड सुधार
100;HI;YBFA05;मशीनरी उपकरण;सामग्री समूह मशीनरी उपकरण
100;HI;YBFA06;फ़िक्सचर फ़िटिंग;सामग्री समूह फ़िक्सचर फ़िटिंग
100;HI;YBFA07;वाहन;सामग्री समूह वाहन
100;HI;YBFA08;कंप्यूटर हार्डवेयर;सामग्री समूह कंप्यूटर हार्डवेयर
100;HI;YBFA09;कंप्यूटर सॉफ्टवेयर;सामग्री समूह कंप्यूटर सॉफ्टवेयर
100;HI;YBFA10;कम मू.वाली संपत्ति.;सामग्री समूह कम मान वाली संपत्ति
100;HI;YBFA11;अन्य अमूर्त;सामग्री समूह अन्य अमूर्त
100;HI;YBFA12;ऑफ़िस उपकरण;सामग्री समूह ऑफ़िस उपकरण
100;HI;YBMM00;ID के बी.गैर-स्टॉ.सा;ID के बीना गैर-स्टॉक सामग्रियां
100;HI;YBMM01;ID के बी.गै-स्टॉ.सा.;ID के साथ गैर-स्टॉक सामग्रियां
100;HI;YBPM01;अतिरिक्त पूर्ज़ें;अतिरिक्त पुर्जा के लिए सामग्री समूह
100;HI;YBPM02;अतिरिक्त पुर्जा सेव.;अतिरिक्त पुर्जा सेवाओं के लिए सामग्री समूह
100;KK;A001;Ұсынылған шот б-ша;Ұсынылатын шоттағы материалдар тобы
100;KK;A002;Пайд. шот бойынша;Пайдаланылатын шоттағы материалдар тобы
100;KK;B001;Бір реттік кредит;Материалдар тобы: бір реттік кредит
100;KK;B002;Бұлт түсімі;Материалдар тобы: бұлт түсімі
100;KK;E001;Тұру шығыны;Материалдар тобы: тұру шығыны
100;KK;E002;Әуе билетінің бағасы;Материалдар тобы: әуе билетінің бағасы
100;KK;E003;Тасымалдау шығындары;Материалдар тобы: тасымалдау шығындары
100;KK;E004;Іссапар шығ.- басқа;Материалдар тобы: іссапар шығындары - басқа
100;KK;L001;Сауда материалдары;Материалдар тобы: сауда материалдары
100;KK;L002;Шикізаттар;Материалдар тобы: шикізаттар
100;KK;L003;Жартылай фабрикаттар;Материалдар тобы: жартылай фабрикаттар
100;KK;L004;Дайын өнімдер;Материалдар тобы: дайын өнімдер
100;KK;L005;Бағаланбаған матер-р;Материалдар тобы: бағаланбаған материалдар
100;KK;L006;Қайтарылатын қаптама;Материалдар тобы: қайтарылатын қаптама материалдары
100;KK;L007;Лицензиялар;Материалдар тобының лицензиялары
100;KK;L008;Жабдық;Жабдық үшін материалдар тобы
100;KK;P000;Келісімшарт түрі;Материалдар тобы: келісімшарт түрі
100;KK;P001;Қызметтер;Материалдар тобы: қызметтер
100;KK;P002;Шығындар;Материалдар тобы: шығындар
100;KK;P003;Жүйелі қызмет;Материалдар тобының жүйелі қызметі
100;KK;YBFA01;Жылжым.мүлік (жер);Материалдар тобы - жылжымайтын мүлік (жер)
100;KK;YBFA02;Ғимараттар;Материалдар тобы - ғимараттар
100;KK;YBFA03;Жерді көркейту;Материалдар тобы - жерді көркейту
100;KK;YBFA04;Жалға алын.мүл.көрк.;Материалдар тобы - жалға алынған мүлікті көркейту
100;KK;YBFA05;Машиналар/жабдықтар;Материалдар тобы - машина жабдығы
100;KK;YBFA06;Өнд./кеңсе жабдықт.;Материалдар тобы - өндірістік/кеңсе жабдықтары
100;KK;YBFA07;Көліктер;Материалдар тобы - көліктер
100;KK;YBFA08;Компьютер жабдығы;Материалдар тобы - компьютер жабдығы
100;KK;YBFA09;Компьютер бағд.;Материалдар тобы - компьютердің бағдарламалық жасақтамасы
100;KK;YBFA10;Құны төмен активтер;Материалдар тобы - құны төмен активтер
100;KK;YBFA11;Басқа беймат.акт.;Материалдар тобы - басқа бейматериалдық активтер
100;KK;YBFA12;Кеңсе жабдығы;Материалдар тобы: кеңсе жабдығы
100;KK;YBMM00;Ид-з қойм. тыс мат.;Ид-сыз сақталмайтын материалдар
100;KK;YBMM01;Ид-н қойм.тыс мат.;Ид-мен сақталмайтын материалдар
100;KK;YBPM01;Қосалқы бөлшектер;Қосалқы бөлшектерге арналған материал топтары
100;KK;YBPM02;Қос.бөлш.б-ша қызм-р;Қосалқы бөлшектер бойынша қызметтерге арн. материалдар тобы
100;VI;01;Nhóm vật tư 1;
100;VI;02;Nhóm vật tư 2;
100;VI;A001;Trên TK lập h.đơn;Nhóm vật tư trên tài khoản cần lập hóa đơn
100;VI;A002;Trên TK cần s.dụng;Nhóm vật tư trên tài khoản cần sử dụng
100;VI;B001;Tín dụng một lần;Tín dụng một lần của nhóm vật tư
100;VI;B002;Doanh thu đám mây;Doanh thu đám mây của nhóm vật tư
100;VI;E001;Nhà ở;Nhóm vật tư Nhà ở
100;VI;E002;Phí không phận;Nhóm vật tư Phí không phận
100;VI;E003;Vận tải mặt đất;Nhóm vật tư Vận tải mặt đất
100;VI;E004;H.hợp C.tác phí;Hỗn hợp Công tác phí Nhóm vật tư
100;VI;L001;Vật tư thương mại;Nhóm vật tư Vật tư thương mại
100;VI;L002;Vật liệu thô;Nhóm vật tư Nguyên liệu thô
100;VI;L003;Bán thành phẩm;Nhóm vật tư Bán thành phẩm
100;VI;L004;Thành phẩm;Nhóm vật tư Thành phẩm
100;VI;L005;Ng.liệu chưa đ.giá;Nhóm vật tư Nguyên liệu chưa định giá
100;VI;L006;B.bì c.thể tr.lại;Nhóm vật tư Nguyên liệu bao bì có thể trả lại
100;VI;L007;Giấy phép;Nhóm vật tư - Giấy phép
100;VI;L008;Phần cứng;Nhóm vật tư cho phần cứng
100;VI;P000;Loại hợp đồng;Nhóm vật tư Loại hợp đồng
100;VI;P001;Dịch vụ;Nhóm vật tư Dịch vụ
100;VI;P002;Chi phí;Nhóm vật tư Chi phí
100;VI;P003;Bảo dưỡng đ.kỳ;Nhóm vật tư - Bảo dưỡng định kỳ
100;VI;YBFA01;BĐS (Đất);Nhóm vật tư: Bất động sản (Đất)
100;VI;YBFA02;Tòa nhà;Nhóm vật tư: Tòa nhà
100;VI;YBFA03;Cải tạo đất;Nhóm vật tư: Cải tạo đất
100;VI;YBFA04;Cải tạo cho thuê;Nhóm vật tư: Nâng cấp cho thuê
100;VI;YBFA05;Máy móc thiết bị;Nhóm vật tư: Máy móc thiết bị
100;VI;YBFA06;Tài sản cố định;Nhóm vật tư: Tài sản cố định
100;VI;YBFA07;Phương tiện đi lại;Nhóm vật tư: Phương tiện
100;VI;YBFA08;Phần cứng m.tính;Nhóm vật tư: Phần cứng máy tính
100;VI;YBFA09;Phần mềm m.tính;Nhóm vật tư: Phần mềm máy tính
100;VI;YBFA10;Tài sản GT thấp;Nhóm vật tư: Tài sản giá trị thấp
100;VI;YBFA11;TS vô hình khác;Nhóm vật tư: Tài sản vô hình khác
100;VI;YBFA12;Thiết bị v.phòng;Thiết bị văn phòng nhóm vật tư
100;VI;YBMM00;V.t kh.t.k kh.có ID;Vật tư không tồn kho không có ID
100;VI;YBMM01;V.tư kh.t.kho có ID;Vật tư không tồn kho có ID
100;VI;YBPM01;Linh kiện thay thế;Nhóm vật tư cho phụ tùng
100;VI;YBPM02;Dịch vụ phụ tùng;Nhóm vật tư cho dịch vụ phụ tùng
