MANDT;SPRAS;BRSCH;BRTXT
100;KK;45;Арнайы машина құрас.
100;KK;46;Станок құрастыру
100;KK;47;Ұшақ құрастыру
100;KK;51;Сыра қайн.орын,сусын
100;KK;52;Тамақтану
100;KK;61;Электрлік жабдық
100;KK;62;Компьютер мен дер.ө.
100;KK;63;Бағд. жасақтама
100;KK;64;Телебайланыс
100;KK;71;Тұтынушы тауарлары
100;KK;72;Трафик пен көлік
100;KK;73;Демалыс және қонақүй
100;KK;81;Коммерциялық банктер
100;KK;82;Ипотекалық банктер
100;KK;83;Өмір сақтандырулары
100;KK;84;ӨмСақт.өзге сақт-лар
100;KK;85;Қайталама сақт-лар
100;KK;86;СақтандырХолдингтері
100;KK;91;Сауда
100;KK;92;ФармацевтикалықСауда
100;KK;93;Баспа әрек. мен БАҚ
100;KK;94;Орта
100;KK;99;Әр түрлі
100;VI;0001;Ngành CN chuẩn
100;VI;0002;Ngành 0002
100;VI;0003;Ngành 0003
100;VI;01;Tài sản đa dạng
100;VI;02;D.vụ tài chính
100;VI;03;Bất động sản
100;VI;10;C.cấp / p.phối NL
100;VI;11;Dầu, khí
100;VI;12;Vật liệu thô
100;VI;13;Kim loại quý hiếm
100;VI;21;Công nghiệp h.chất
100;VI;22;Y tế
100;VI;23;Thủy tinh
100;VI;24;Công nghiệp x.dựng
100;VI;25;Nhà c.ứng c.trình
100;VI;26;Giấy và bột giấy
100;VI;27;Gỗ và cs hạ tầng
100;VI;31;Xưởng k.sợi, dệt
100;VI;32;May mặc
100;VI;41;Sắt thép
100;VI;42;Phương tiện đi lại
100;VI;43;NCC phương tiện
100;VI;44;Kỹ thuật cơ khí
100;VI;45;C.khí chuyên ngành
100;VI;46;T.kế máy công cụ
100;VI;47;Chế tạo máy bay
100;VI;51;N.máy bia, đ.uống
100;VI;52;Dinh dưỡng
100;VI;61;Điện / Điện tử
100;VI;62;Máy tính và dl P
100;VI;63;Phần mềm
100;VI;64;Viễn thông
100;VI;71;Hàng tiêu dùng
100;VI;72;Giao thông vận tải
100;VI;73;G.trí và k.sạn
100;VI;81;Ngân hàng th.mại
100;VI;82;Ngân hàng th.chấp
100;VI;83;Bảo hiểm nhân thọ
100;VI;84;BH phi nhân thọ
100;VI;85;Tái bảo hiểm
100;VI;86;Tài sản bảo hiểm
100;VI;91;Thương mại
100;VI;92;Kinh doanh dược
100;VI;93;XB và truyền thông
100;VI;94;Môi trường
100;VI;99;Khác
